symbol,expiration,strike,right,timestamp,open,high,low,close,volume,count,vwap
SPY,2025-03-11,556.0,PUT,2025-03-11T09:30:00.000,2.08,2.39,1.77,2.24,2612,726,2.12
SPY,2025-03-11,556.0,PUT,2025-03-11T09:35:00.000,2.25,2.45,1.59,1.61,3343,657,2.07
SPY,2025-03-11,556.0,PUT,2025-03-11T09:40:00.000,1.62,2.07,1.49,1.57,1728,362,1.99
SPY,2025-03-11,556.0,PUT,2025-03-11T09:45:00.000,1.57,1.86,1.21,1.26,2094,378,1.88
SPY,2025-03-11,556.0,PUT,2025-03-11T09:50:00.000,1.25,1.82,1.19,1.7,1557,423,1.83
SPY,2025-03-11,556.0,PUT,2025-03-11T09:55:00.000,1.7,1.84,1.53,1.67,964,343,1.82
SPY,2025-03-11,556.0,PUT,2025-03-11T10:00:00.000,1.75,3.04,1.05,2.72,8807,1621,1.99
SPY,2025-03-11,556.0,PUT,2025-03-11T10:05:00.000,2.74,2.78,1.58,1.68,6555,1208,2.04
SPY,2025-03-11,556.0,PUT,2025-03-11T10:10:00.000,1.66,2.39,1.62,2.22,3609,774,2.03
SPY,2025-03-11,556.0,PUT,2025-03-11T10:15:00.000,2.24,2.63,1.86,2.05,2951,772,2.05
SPY,2025-03-11,556.0,PUT,2025-03-11T10:20:00.000,2.05,2.74,1.94,2.46,3918,788,2.08
SPY,2025-03-11,556.0,PUT,2025-03-11T10:25:00.000,2.47,3.14,2.43,2.93,9111,1764,2.23
SPY,2025-03-11,556.0,PUT,2025-03-11T10:30:00.000,2.97,3.03,2.35,2.87,5684,1208,2.28
SPY,2025-03-11,556.0,PUT,2025-03-11T10:35:00.000,2.86,3.8,2.65,3.58,7710,1598,2.4
SPY,2025-03-11,556.0,PUT,2025-03-11T10:40:00.000,3.57,3.97,2.96,3.26,2754,706,2.45
SPY,2025-03-11,556.0,PUT,2025-03-11T10:45:00.000,3.28,3.67,2.85,3.4,3959,575,2.5
SPY,2025-03-11,556.0,PUT,2025-03-11T10:50:00.000,3.44,3.6,2.35,2.36,3051,575,2.51
SPY,2025-03-11,556.0,PUT,2025-03-11T10:55:00.000,2.36,3.53,2.35,3.42,3646,741,2.53
SPY,2025-03-11,556.0,PUT,2025-03-11T11:00:00.000,3.48,3.82,2.88,3.36,2171,438,2.56
SPY,2025-03-11,556.0,PUT,2025-03-11T11:05:00.000,3.33,3.37,1.82,1.89,3387,594,2.55
SPY,2025-03-11,556.0,PUT,2025-03-11T11:10:00.000,1.89,2.13,1.6,1.94,3376,486,2.52
SPY,2025-03-11,556.0,PUT,2025-03-11T11:15:00.000,1.92,1.95,1.63,1.74,3501,295,2.49
SPY,2025-03-11,556.0,PUT,2025-03-11T11:20:00.000,1.72,2.22,1.64,2.15,4322,535,2.46
SPY,2025-03-11,556.0,PUT,2025-03-11T11:25:00.000,2.15,2.22,1.68,2.17,3060,408,2.45
SPY,2025-03-11,556.0,PUT,2025-03-11T11:30:00.000,2.17,2.26,1.57,1.75,2721,324,2.43
SPY,2025-03-11,556.0,PUT,2025-03-11T11:35:00.000,1.76,2.08,1.56,1.57,2829,295,2.41
SPY,2025-03-11,556.0,PUT,2025-03-11T11:40:00.000,1.59,1.61,1.09,1.23,4150,418,2.36
SPY,2025-03-11,556.0,PUT,2025-03-11T11:45:00.000,1.22,1.59,1.17,1.24,3812,309,2.33
SPY,2025-03-11,556.0,PUT,2025-03-11T11:50:00.000,1.24,1.5,1.15,1.28,1565,190,2.31
SPY,2025-03-11,556.0,PUT,2025-03-11T11:55:00.000,1.25,2.0,1.21,1.89,4001,396,2.29
SPY,2025-03-11,556.0,PUT,2025-03-11T12:00:00.000,1.93,2.18,1.73,1.97,4244,689,2.28
SPY,2025-03-11,556.0,PUT,2025-03-11T12:05:00.000,1.98,2.56,1.9,2.37,5444,959,2.28
SPY,2025-03-11,556.0,PUT,2025-03-11T12:10:00.000,2.38,3.08,2.35,2.98,5662,829,2.3
SPY,2025-03-11,556.0,PUT,2025-03-11T12:15:00.000,2.98,3.05,2.54,2.6,3915,421,2.32
SPY,2025-03-11,556.0,PUT,2025-03-11T12:20:00.000,2.63,2.74,2.14,2.38,2481,334,2.32
SPY,2025-03-11,556.0,PUT,2025-03-11T12:25:00.000,2.36,2.5,2.05,2.4,1358,270,2.32
SPY,2025-03-11,556.0,PUT,2025-03-11T12:30:00.000,2.37,2.45,1.96,2.05,2049,357,2.31
SPY,2025-03-11,556.0,PUT,2025-03-11T12:35:00.000,2.07,2.55,1.84,2.51,3634,524,2.31
SPY,2025-03-11,556.0,PUT,2025-03-11T12:40:00.000,2.49,2.87,1.98,2.62,4760,500,2.32
SPY,2025-03-11,556.0,PUT,2025-03-11T12:45:00.000,2.61,2.71,2.29,2.39,1663,246,2.32
SPY,2025-03-11,556.0,PUT,2025-03-11T12:50:00.000,2.41,3.27,2.3,3.01,2194,374,2.33
SPY,2025-03-11,556.0,PUT,2025-03-11T12:55:00.000,2.98,3.61,2.71,3.12,2202,378,2.34
SPY,2025-03-11,556.0,PUT,2025-03-11T13:00:00.000,3.14,3.7,3.1,3.62,1411,263,2.35
SPY,2025-03-11,556.0,PUT,2025-03-11T13:05:00.000,3.4,3.78,3.28,3.42,686,173,2.36
SPY,2025-03-11,556.0,PUT,2025-03-11T13:10:00.000,3.46,3.75,3.24,3.61,476,144,2.36
SPY,2025-03-11,556.0,PUT,2025-03-11T13:15:00.000,3.68,3.8,3.03,3.44,457,128,2.36
SPY,2025-03-11,556.0,PUT,2025-03-11T13:20:00.000,3.5,4.43,3.3,3.99,877,192,2.37
SPY,2025-03-11,556.0,PUT,2025-03-11T13:25:00.000,3.94,4.56,3.9,4.41,1024,123,2.38
SPY,2025-03-11,556.0,PUT,2025-03-11T13:30:00.000,4.5,4.54,3.59,4.17,308,93,2.39
SPY,2025-03-11,556.0,PUT,2025-03-11T13:35:00.000,4.15,4.4,3.84,3.84,210,60,2.39
SPY,2025-03-11,556.0,PUT,2025-03-11T13:40:00.000,3.82,3.83,3.27,3.27,233,75,2.39
SPY,2025-03-11,556.0,PUT,2025-03-11T13:45:00.000,3.22,3.36,2.22,2.59,1842,224,2.39
SPY,2025-03-11,556.0,PUT,2025-03-11T13:50:00.000,2.63,2.9,2.3,2.61,1590,173,2.39
SPY,2025-03-11,556.0,PUT,2025-03-11T13:55:00.000,2.53,3.56,2.51,2.89,1038,152,2.4
SPY,2025-03-11,556.0,PUT,2025-03-11T14:00:00.000,2.86,2.9,1.48,1.69,3696,577,2.39
SPY,2025-03-11,556.0,PUT,2025-03-11T14:05:00.000,1.68,2.0,1.37,1.61,3609,634,2.37
SPY,2025-03-11,556.0,PUT,2025-03-11T14:10:00.000,1.61,1.62,1.09,1.11,2470,346,2.35
SPY,2025-03-11,556.0,PUT,2025-03-11T14:15:00.000,1.14,1.38,1.1,1.14,2011,348,2.34
SPY,2025-03-11,556.0,PUT,2025-03-11T14:20:00.000,1.18,1.24,0.66,0.86,3251,382,2.31
SPY,2025-03-11,556.0,PUT,2025-03-11T14:25:00.000,0.86,0.99,0.72,0.81,2566,343,2.29
SPY,2025-03-11,556.0,PUT,2025-03-11T14:30:00.000,0.81,1.17,0.79,1.0,3832,431,2.27
SPY,2025-03-11,556.0,PUT,2025-03-11T14:35:00.000,0.99,1.13,0.67,0.73,3626,434,2.24
SPY,2025-03-11,556.0,PUT,2025-03-11T14:40:00.000,0.69,0.73,0.32,0.35,3830,425,2.2
SPY,2025-03-11,556.0,PUT,2025-03-11T14:45:00.000,0.34,0.36,0.26,0.28,4167,312,2.16
SPY,2025-03-11,556.0,PUT,2025-03-11T14:50:00.000,0.26,0.27,0.15,0.19,1743,293,2.15
SPY,2025-03-11,556.0,PUT,2025-03-11T14:55:00.000,0.19,0.27,0.17,0.2,5001,207,2.1
SPY,2025-03-11,556.0,PUT,2025-03-11T15:00:00.000,0.22,0.46,0.19,0.28,2295,331,2.08
SPY,2025-03-11,556.0,PUT,2025-03-11T15:05:00.000,0.27,0.27,0.13,0.19,797,201,2.07
SPY,2025-03-11,556.0,PUT,2025-03-11T15:10:00.000,0.2,0.33,0.19,0.31,3094,171,2.04
SPY,2025-03-11,556.0,PUT,2025-03-11T15:15:00.000,0.31,0.5,0.31,0.35,3387,422,2.02
SPY,2025-03-11,556.0,PUT,2025-03-11T15:20:00.000,0.35,0.52,0.2,0.51,1526,257,2.01
SPY,2025-03-11,556.0,PUT,2025-03-11T15:25:00.000,0.5,0.53,0.22,0.29,1439,225,1.99
SPY,2025-03-11,556.0,PUT,2025-03-11T15:30:00.000,0.28,0.32,0.16,0.24,4489,418,1.96
SPY,2025-03-11,556.0,PUT,2025-03-11T15:35:00.000,0.22,0.24,0.12,0.24,750,101,1.95
SPY,2025-03-11,556.0,PUT,2025-03-11T15:40:00.000,0.22,0.34,0.11,0.11,1060,153,1.94
SPY,2025-03-11,556.0,PUT,2025-03-11T15:45:00.000,0.12,0.18,0.05,0.06,578,114,1.94
SPY,2025-03-11,556.0,PUT,2025-03-11T15:50:00.000,0.11,0.44,0.06,0.16,1935,310,1.92
