timestamp,open,high,low,close,volume,count,vwap
2024-10-01T09:30:00.000,573.4,573.46,570.8,571.06,1854429,17391,572.2
2024-10-01T09:35:00.000,571.07,571.15,569.71,570.4,1488095,14977,571.33
2024-10-01T09:40:00.000,570.4,570.68,569.71,570.2199,1657933,15907,570.95
2024-10-01T09:45:00.000,570.21,570.21,568.95,569.28,1415503,13939,570.64
2024-10-01T09:50:00.000,569.29,569.46,568.62,569.055,1207808,14307,570.39
2024-10-01T09:55:00.000,569.06,569.67,568.53,569.56,1335747,14157,570.2
2024-10-01T10:00:00.000,569.5,570.32,568.78,569.52,1495073,22529,570.1
2024-10-01T10:05:00.000,569.51,569.51,567.83,567.87,1047094,12691,569.95
2024-10-01T10:10:00.000,567.86,568.31,567.02,567.6599,1783147,18685,569.64
2024-10-01T10:15:00.000,567.63,567.7,567.0,567.1618,988727,15898,569.47
2024-10-01T10:20:00.000,567.19,568.83,567.18,568.1101,1373953,21304,569.35
2024-10-01T10:25:00.000,568.13,568.29,566.77,567.46,892217,17418,569.25
2024-10-01T10:30:00.000,567.48,567.79,566.61,567.41,1110954,18405,569.11
2024-10-01T10:35:00.000,567.37,568.38,567.03,568.13,1872766,13152,569.05
2024-10-01T10:40:00.000,568.11,568.79,568.0,568.25,532352,6527,569.03
2024-10-01T10:45:00.000,568.25,568.62,567.75,567.95,597312,6778,569.0
2024-10-01T10:50:00.000,567.935,568.02,567.37,567.46,570561,6654,568.97
2024-10-01T10:55:00.000,567.48,568.22,567.43,568.03,477978,5749,568.94
2024-10-01T11:00:00.000,568.05,568.1,567.54,567.62,306654,4105,568.92
2024-10-01T11:05:00.000,567.64,567.64,566.23,566.2699,804163,9836,568.85
2024-10-01T11:10:00.000,566.24,566.49,566.15,566.1901,579711,6733,568.78
2024-10-01T11:15:00.000,566.19,566.5863,566.0,566.5,771152,9768,568.7
2024-10-01T11:20:00.000,566.49,567.16,566.42,566.66,858179,8962,568.63
2024-10-01T11:25:00.000,566.68,568.0313,566.66,567.92,555819,6538,568.61
2024-10-01T11:30:00.000,567.91,568.579,567.66,568.37,1541761,8850,568.59
2024-10-01T11:35:00.000,568.36,568.87,568.18,568.865,649772,6871,568.59
2024-10-01T11:40:00.000,568.85,569.47,568.7018,569.02,1397803,12868,568.61
2024-10-01T11:45:00.000,569.0,569.0,568.34,568.71,861771,8473,568.62
2024-10-01T11:50:00.000,568.71,569.09,568.6955,568.8586,1294126,3800,568.62
2024-10-01T11:55:00.000,568.86,569.075,568.34,568.37,329235,4520,568.62
2024-10-01T12:00:00.000,568.3201,569.15,568.0599,569.04,492006,5529,568.62
2024-10-01T12:05:00.000,569.0299,569.375,568.99,569.1199,365276,4366,568.62
2024-10-01T12:10:00.000,569.14,569.6,568.51,568.75,563418,4988,568.63
2024-10-01T12:15:00.000,568.76,569.16,568.685,568.8,298389,3157,568.63
2024-10-01T12:20:00.000,568.87,569.15,568.54,568.725,198767,2442,568.63
2024-10-01T12:25:00.000,568.74,568.93,568.18,568.77,902389,3524,568.63
2024-10-01T12:30:00.000,568.76,568.8999,567.36,568.41,962269,10478,568.61
2024-10-01T12:35:00.000,568.42,568.9,567.8,567.8905,667054,7030,568.61
2024-10-01T12:40:00.000,567.89,568.27,567.26,567.34,709641,6936,568.59
2024-10-01T12:45:00.000,567.37,567.46,566.57,567.13,820196,8686,568.55
2024-10-01T12:50:00.000,567.13,568.82,567.09,568.38,940130,8969,568.54
2024-10-01T12:55:00.000,568.4,568.9,567.62,568.37,872654,7925,568.53
2024-10-01T13:00:00.000,568.3486,568.39,567.43,567.47,488552,5231,568.52
2024-10-01T13:05:00.000,567.44,567.59,567.02,567.4,952935,8722,568.49
2024-10-01T13:10:00.000,567.42,567.66,566.99,567.09,793423,6986,568.47
2024-10-01T13:15:00.000,567.09,567.09,566.42,566.6,654084,7509,568.44
2024-10-01T13:20:00.000,566.6,567.06,566.41,566.56,726956,7251,568.41
2024-10-01T13:25:00.000,566.57,566.6992,566.27,566.44,1063764,8099,568.37
2024-10-01T13:30:00.000,566.44,567.85,566.27,567.65,1507910,14868,568.32
2024-10-01T13:35:00.000,567.64,567.64,566.88,567.26,661069,8111,568.31
2024-10-01T13:40:00.000,567.25,568.19,567.15,568.08,793945,5952,568.3
2024-10-01T13:45:00.000,568.1,568.4,567.815,567.87,789676,5270,568.3
2024-10-01T13:50:00.000,567.88,568.38,567.78,568.38,261956,3619,568.3
2024-10-01T13:55:00.000,568.36,569.37,568.295,569.34,1036188,7259,568.31
2024-10-01T14:00:00.000,569.32,569.99,569.28,569.74,790319,8529,568.33
2024-10-01T14:05:00.000,569.69,570.04,569.56,569.85,634552,6673,568.35
2024-10-01T14:10:00.000,569.86,570.15,569.68,570.13,533783,5853,568.37
2024-10-01T14:15:00.000,570.1,570.6999,570.08,570.3,704625,6521,568.39
2024-10-01T14:20:00.000,570.3,570.58,570.03,570.26,431584,4577,568.41
2024-10-01T14:25:00.000,570.26,570.55,570.15,570.48,399208,4668,568.43
2024-10-01T14:30:00.000,570.49,570.93,570.4,570.6,528677,6028,568.45
2024-10-01T14:35:00.000,570.61,570.74,570.07,570.4999,640101,6511,568.48
2024-10-01T14:40:00.000,570.5,570.67,570.11,570.4399,441366,5091,568.5
2024-10-01T14:45:00.000,570.43,570.6,570.12,570.2894,394605,4849,568.51
2024-10-01T14:50:00.000,570.29,570.67,569.88,570.16,479796,5217,568.53
2024-10-01T14:55:00.000,570.1493,570.62,570.1493,570.4,477056,5163,568.54
2024-10-01T15:00:00.000,570.38,570.45,570.045,570.145,330139,3755,568.56
2024-10-01T15:05:00.000,570.15,570.48,569.925,570.29,335595,3948,568.57
2024-10-01T15:10:00.000,570.29,570.3825,569.7,569.89,506047,5469,568.58
2024-10-01T15:15:00.000,569.89,570.05,569.58,569.955,344693,4290,568.59
2024-10-01T15:20:00.000,569.96,570.4,569.8605,570.22,428466,4726,568.6
2024-10-01T15:25:00.000,570.22,570.4899,570.13,570.2601,374535,4322,568.61
2024-10-01T15:30:00.000,570.275,570.275,569.36,569.36,419077,5065,568.62
2024-10-01T15:35:00.000,569.37,569.54,568.86,569.37,664226,7378,568.63
2024-10-01T15:40:00.000,569.3887,569.74,569.21,569.26,790895,9326,568.64
2024-10-01T15:45:00.000,569.28,569.33,568.875,568.96,863475,7641,568.65
2024-10-01T15:50:00.000,568.98,569.23,568.38,568.5852,998961,12015,568.65
2024-10-01T15:55:00.000,568.58,569.11,568.44,568.69,2768248,22480,568.65
2024-10-01T16:00:00.000,568.69,568.69,568.69,568.69,442,2,568.65
2024-10-02T09:30:00.000,567.71,567.76,566.5,566.795,1021184,11371,567.04
2024-10-02T09:35:00.000,566.8,567.05,565.84,566.14,771517,8884,566.81
2024-10-02T09:40:00.000,566.13,566.19,565.27,565.34,597575,7690,566.52
2024-10-02T09:45:00.000,565.33,567.41,565.28,567.22,824679,9116,566.5
2024-10-02T09:50:00.000,567.2257,567.51,566.93,567.32,524743,6769,566.6
2024-10-02T09:55:00.000,567.31,567.55,566.94,567.08,1018518,9545,566.74
2024-10-02T10:00:00.000,567.07,568.28,566.89,567.67,1701961,8587,566.83
2024-10-02T10:05:00.000,567.69,567.85,567.262,567.5801,454778,5584,566.87
2024-10-02T10:10:00.000,567.575,568.13,567.54,567.89,407549,8555,566.94
2024-10-02T10:15:00.000,567.86,568.55,567.64,568.46,379956,10897,566.99
2024-10-02T10:20:00.000,568.47,568.88,567.34,567.46,694532,14264,567.09
2024-10-02T10:25:00.000,567.46,568.41,567.37,568.36,573531,11628,567.13
2024-10-02T10:30:00.000,568.33,568.94,567.98,568.47,1773346,11585,567.21
2024-10-02T10:35:00.000,568.45,568.7207,568.1203,568.505,521890,8601,567.26
2024-10-02T10:40:00.000,568.5,569.01,568.43,568.72,288409,4058,567.31
2024-10-02T10:45:00.000,568.67,569.64,568.54,569.61,370598,4291,567.36
2024-10-02T10:50:00.000,569.58,569.71,568.26,568.32,520431,6560,567.44
2024-10-02T10:55:00.000,568.31,568.82,568.16,568.3,294947,4231,567.47
2024-10-02T11:00:00.000,568.31,569.13,568.11,568.995,282026,4130,567.5
2024-10-02T11:05:00.000,568.99,569.2,568.53,568.8,325980,4153,567.54
2024-10-02T11:10:00.000,568.8,569.175,568.613275,568.94,185171,3029,567.56
2024-10-02T11:15:00.000,568.94,569.83,568.9,569.75,314011,4036,567.62
2024-10-02T11:20:00.000,569.73,569.76,568.8912,569.19,425658,4956,567.68
2024-10-02T11:25:00.000,569.19,569.59,569.02,569.52,209131,3274,567.7
2024-10-02T11:30:00.000,569.54,569.8399,569.33,569.6,260291,3527,567.74
2024-10-02T11:35:00.000,569.61,569.76,569.36,569.7,177903,2757,567.77
