symbol,expiration,strike,right,timestamp,open,high,low,close,volume,count,vwap
SPY,2025-07-16,620.0,PUT,2025-07-16T09:30:00.000,0.24,0.31,0.19,0.27,9215,1180,0.26
SPY,2025-07-16,620.0,PUT,2025-07-16T09:35:00.000,0.26,0.3,0.22,0.23,5842,648,0.25
SPY,2025-07-16,620.0,PUT,2025-07-16T09:40:00.000,0.23,0.33,0.22,0.32,6749,710,0.27
SPY,2025-07-16,620.0,PUT,2025-07-16T09:45:00.000,0.31,0.39,0.3,0.38,7940,846,0.29
SPY,2025-07-16,620.0,PUT,2025-07-16T09:50:00.000,0.39,0.5,0.35,0.47,11149,1753,0.33
SPY,2025-07-16,620.0,PUT,2025-07-16T09:55:00.000,0.47,0.52,0.37,0.48,5416,1070,0.34
SPY,2025-07-16,620.0,PUT,2025-07-16T10:00:00.000,0.48,0.51,0.36,0.4,5673,985,0.35
SPY,2025-07-16,620.0,PUT,2025-07-16T10:05:00.000,0.4,0.58,0.36,0.42,13098,1850,0.38
SPY,2025-07-16,620.0,PUT,2025-07-16T10:10:00.000,0.41,0.41,0.29,0.39,10759,1412,0.37
SPY,2025-07-16,620.0,PUT,2025-07-16T10:15:00.000,0.38,0.42,0.29,0.31,4288,748,0.37
SPY,2025-07-16,620.0,PUT,2025-07-16T10:20:00.000,0.3,0.34,0.26,0.31,3720,687,0.37
SPY,2025-07-16,620.0,PUT,2025-07-16T10:25:00.000,0.31,0.37,0.27,0.29,3272,473,0.37
SPY,2025-07-16,620.0,PUT,2025-07-16T10:30:00.000,0.3,0.31,0.22,0.26,5049,730,0.36
SPY,2025-07-16,620.0,PUT,2025-07-16T10:35:00.000,0.27,0.4,0.26,0.32,6256,639,0.36
SPY,2025-07-16,620.0,PUT,2025-07-16T10:40:00.000,0.31,0.39,0.27,0.27,2963,402,0.36
SPY,2025-07-16,620.0,PUT,2025-07-16T10:45:00.000,0.28,0.3,0.2,0.2,5002,646,0.35
SPY,2025-07-16,620.0,PUT,2025-07-16T10:50:00.000,0.21,0.53,0.15,0.45,11534,1196,0.35
SPY,2025-07-16,620.0,PUT,2025-07-16T10:55:00.000,0.47,0.56,0.25,0.37,20897,1843,0.36
SPY,2025-07-16,620.0,PUT,2025-07-16T11:00:00.000,0.36,0.4,0.22,0.27,7983,752,0.35
SPY,2025-07-16,620.0,PUT,2025-07-16T11:05:00.000,0.26,0.28,0.2,0.23,2704,381,0.35
SPY,2025-07-16,620.0,PUT,2025-07-16T11:10:00.000,0.23,0.24,0.16,0.17,4886,522,0.35
SPY,2025-07-16,620.0,PUT,2025-07-16T11:15:00.000,0.17,1.23,0.16,1.19,43303,3627,0.4
SPY,2025-07-16,620.0,PUT,2025-07-16T11:20:00.000,1.19,1.77,1.01,1.5,16840,3291,0.48
SPY,2025-07-16,620.0,PUT,2025-07-16T11:25:00.000,1.52,1.53,0.61,0.7,16464,1757,0.51
SPY,2025-07-16,620.0,PUT,2025-07-16T11:30:00.000,0.69,1.75,0.67,1.71,26081,2815,0.59
SPY,2025-07-16,620.0,PUT,2025-07-16T11:35:00.000,1.73,2.65,1.71,2.1,15838,2059,0.68
SPY,2025-07-16,620.0,PUT,2025-07-16T11:40:00.000,2.11,2.25,0.98,1.08,11890,1195,0.71
SPY,2025-07-16,620.0,PUT,2025-07-16T11:45:00.000,1.06,1.26,0.91,0.98,12213,1398,0.73
SPY,2025-07-16,620.0,PUT,2025-07-16T11:50:00.000,0.99,1.28,0.82,0.85,16813,1547,0.74
SPY,2025-07-16,620.0,PUT,2025-07-16T11:55:00.000,0.85,0.9,0.39,0.47,13070,1499,0.73
SPY,2025-07-16,620.0,PUT,2025-07-16T12:00:00.000,0.46,0.57,0.4,0.49,6859,700,0.73
SPY,2025-07-16,620.0,PUT,2025-07-16T12:05:00.000,0.49,0.5,0.33,0.39,5525,583,0.72
SPY,2025-07-16,620.0,PUT,2025-07-16T12:10:00.000,0.38,0.57,0.36,0.44,5477,558,0.72
SPY,2025-07-16,620.0,PUT,2025-07-16T12:15:00.000,0.44,0.47,0.34,0.4,3873,407,0.72
SPY,2025-07-16,620.0,PUT,2025-07-16T12:20:00.000,0.4,0.56,0.4,0.41,4994,571,0.71
SPY,2025-07-16,620.0,PUT,2025-07-16T12:25:00.000,0.41,0.56,0.35,0.37,4689,479,0.71
SPY,2025-07-16,620.0,PUT,2025-07-16T12:30:00.000,0.36,0.38,0.28,0.3,4478,413,0.7
SPY,2025-07-16,620.0,PUT,2025-07-16T12:35:00.000,0.3,0.31,0.22,0.22,3043,401,0.7
SPY,2025-07-16,620.0,PUT,2025-07-16T12:40:00.000,0.23,0.26,0.22,0.26,1729,244,0.7
SPY,2025-07-16,620.0,PUT,2025-07-16T12:45:00.000,0.26,0.52,0.24,0.26,9418,790,0.69
SPY,2025-07-16,620.0,PUT,2025-07-16T12:50:00.000,0.26,0.26,0.16,0.18,10268,669,0.68
SPY,2025-07-16,620.0,PUT,2025-07-16T12:55:00.000,0.17,0.18,0.14,0.14,3385,377,0.67
SPY,2025-07-16,620.0,PUT,2025-07-16T13:00:00.000,0.14,0.15,0.12,0.14,4107,405,0.67
SPY,2025-07-16,620.0,PUT,2025-07-16T13:05:00.000,0.13,0.14,0.1,0.1,4709,445,0.66
SPY,2025-07-16,620.0,PUT,2025-07-16T13:10:00.000,0.11,0.11,0.09,0.1,4184,385,0.65
SPY,2025-07-16,620.0,PUT,2025-07-16T13:15:00.000,0.09,0.1,0.09,0.1,2021,206,0.65
SPY,2025-07-16,620.0,PUT,2025-07-16T13:20:00.000,0.09,0.12,0.09,0.1,760,134,0.65
SPY,2025-07-16,620.0,PUT,2025-07-16T13:25:00.000,0.1,0.12,0.09,0.11,2176,131,0.65
SPY,2025-07-16,620.0,PUT,2025-07-16T13:30:00.000,0.11,0.12,0.09,0.1,4922,128,0.64
SPY,2025-07-16,620.0,PUT,2025-07-16T13:35:00.000,0.09,0.1,0.07,0.08,2201,158,0.64
SPY,2025-07-16,620.0,PUT,2025-07-16T13:40:00.000,0.07,0.09,0.07,0.08,3097,115,0.63
SPY,2025-07-16,620.0,PUT,2025-07-16T13:45:00.000,0.08,0.08,0.06,0.06,2889,141,0.63
SPY,2025-07-16,620.0,PUT,2025-07-16T13:50:00.000,0.07,0.08,0.06,0.08,1574,71,0.63
SPY,2025-07-16,620.0,PUT,2025-07-16T13:55:00.000,0.08,0.08,0.06,0.06,2522,108,0.62
SPY,2025-07-16,620.0,PUT,2025-07-16T14:00:00.000,0.07,0.08,0.06,0.06,706,81,0.62
SPY,2025-07-16,620.0,PUT,2025-07-16T14:05:00.000,0.06,0.07,0.05,0.06,1029,109,0.62
SPY,2025-07-16,620.0,PUT,2025-07-16T14:10:00.000,0.05,0.07,0.05,0.05,6934,158,0.61
SPY,2025-07-16,620.0,PUT,2025-07-16T14:15:00.000,0.04,0.07,0.04,0.07,734,63,0.61
SPY,2025-07-16,620.0,PUT,2025-07-16T14:20:00.000,0.06,0.08,0.05,0.05,1180,122,0.61
SPY,2025-07-16,620.0,PUT,2025-07-16T14:25:00.000,0.05,0.06,0.04,0.05,1058,104,0.61
SPY,2025-07-16,620.0,PUT,2025-07-16T14:30:00.000,0.04,0.05,0.03,0.04,1168,143,0.61
SPY,2025-07-16,620.0,PUT,2025-07-16T14:35:00.000,0.04,0.05,0.04,0.04,2241,136,0.6
SPY,2025-07-16,620.0,PUT,2025-07-16T14:40:00.000,0.04,0.04,0.02,0.03,2104,124,0.6
SPY,2025-07-16,620.0,PUT,2025-07-16T14:45:00.000,0.04,0.04,0.03,0.03,517,74,0.6
SPY,2025-07-16,620.0,PUT,2025-07-16T14:50:00.000,0.03,0.04,0.03,0.03,329,61,0.6
SPY,2025-07-16,620.0,PUT,2025-07-16T14:55:00.000,0.03,0.04,0.02,0.02,1693,198,0.6
SPY,2025-07-16,620.0,PUT,2025-07-16T15:00:00.000,0.03,0.03,0.01,0.03,1668,196,0.6
SPY,2025-07-16,620.0,PUT,2025-07-16T15:05:00.000,0.03,0.03,0.02,0.03,1465,92,0.59
SPY,2025-07-16,620.0,PUT,2025-07-16T15:10:00.000,0.03,0.03,0.02,0.02,218,41,0.59
SPY,2025-07-16,620.0,PUT,2025-07-16T15:15:00.000,0.02,0.03,0.01,0.03,194,54,0.59
SPY,2025-07-16,620.0,PUT,2025-07-16T15:20:00.000,0.02,0.03,0.02,0.02,634,55,0.59
SPY,2025-07-16,620.0,PUT,2025-07-16T15:25:00.000,0.03,0.03,0.01,0.02,1103,130,0.59
SPY,2025-07-16,620.0,PUT,2025-07-16T15:30:00.000,0.01,0.02,0.01,0.02,5638,638,0.58
SPY,2025-07-16,620.0,PUT,2025-07-16T15:35:00.000,0.02,0.02,0.01,0.02,376,49,0.58
SPY,2025-07-16,620.0,PUT,2025-07-16T15:40:00.000,0.02,0.02,0.01,0.01,283,52,0.58
SPY,2025-07-16,620.0,PUT,2025-07-16T15:45:00.000,0.01,0.02,0.01,0.01,478,56,0.58
