symbol,expiration,strike,right,timestamp,open,high,low,close,volume,count,vwap
SPY,2024-04-16,506.0,PUT,2024-04-16T09:30:00.000,2.47,2.65,2.27,2.34,1495,177,2.45
SPY,2024-04-16,506.0,PUT,2024-04-16T09:35:00.000,2.38,3.3,2.38,3.03,1344,199,2.66
SPY,2024-04-16,506.0,PUT,2024-04-16T09:40:00.000,3.1,3.44,3.01,3.15,476,82,2.74
SPY,2024-04-16,506.0,PUT,2024-04-16T09:45:00.000,3.12,3.86,3.05,3.54,1691,109,3.0
SPY,2024-04-16,506.0,PUT,2024-04-16T09:50:00.000,3.55,3.55,3.14,3.17,185,50,3.01
SPY,2024-04-16,506.0,PUT,2024-04-16T09:55:00.000,3.19,3.25,2.47,2.74,736,96,2.98
SPY,2024-04-16,506.0,PUT,2024-04-16T10:00:00.000,2.83,3.1,2.83,2.83,397,71,2.98
SPY,2024-04-16,506.0,PUT,2024-04-16T10:05:00.000,2.86,3.25,2.6,2.65,468,69,2.97
SPY,2024-04-16,506.0,PUT,2024-04-16T10:10:00.000,2.69,2.87,2.42,2.43,240,48,2.96
SPY,2024-04-16,506.0,PUT,2024-04-16T10:15:00.000,2.46,2.7,2.23,2.64,374,82,2.93
SPY,2024-04-16,506.0,PUT,2024-04-16T10:20:00.000,2.55,3.05,2.43,3.0,530,102,2.92
SPY,2024-04-16,506.0,PUT,2024-04-16T10:25:00.000,3.02,3.5,2.87,3.5,317,67,2.92
SPY,2024-04-16,506.0,PUT,2024-04-16T10:30:00.000,3.58,3.79,3.34,3.62,441,77,2.95
SPY,2024-04-16,506.0,PUT,2024-04-16T10:35:00.000,3.57,4.26,3.46,3.79,278,72,2.98
SPY,2024-04-16,506.0,PUT,2024-04-16T10:40:00.000,3.63,3.82,3.49,3.56,133,24,2.99
SPY,2024-04-16,506.0,PUT,2024-04-16T10:45:00.000,3.48,3.51,3.12,3.26,105,18,2.99
