symbol,expiration,strike,right,timestamp,open,high,low,close,volume,count,vwap
SPY,2025-10-10,668.0,PUT,2025-10-10T09:30:00.000,0.22,0.29,0.2,0.23,3413,385,0.24
SPY,2025-10-10,668.0,PUT,2025-10-10T09:35:00.000,0.22,0.22,0.17,0.18,1885,297,0.22
SPY,2025-10-10,668.0,PUT,2025-10-10T09:40:00.000,0.17,0.19,0.15,0.15,1082,146,0.21
SPY,2025-10-10,668.0,PUT,2025-10-10T09:45:00.000,0.16,0.19,0.14,0.18,2038,199,0.19
SPY,2025-10-10,668.0,PUT,2025-10-10T09:50:00.000,0.19,0.21,0.17,0.21,3093,255,0.2
SPY,2025-10-10,668.0,PUT,2025-10-10T09:55:00.000,0.21,0.22,0.15,0.16,675,143,0.19
SPY,2025-10-10,668.0,PUT,2025-10-10T10:00:00.000,0.16,0.32,0.14,0.18,1824,273,0.19
SPY,2025-10-10,668.0,PUT,2025-10-10T10:05:00.000,0.17,0.21,0.13,0.14,823,185,0.19
SPY,2025-10-10,668.0,PUT,2025-10-10T10:10:00.000,0.15,0.17,0.13,0.16,1266,95,0.19
SPY,2025-10-10,668.0,PUT,2025-10-10T10:15:00.000,0.16,0.2,0.14,0.16,3576,283,0.18
SPY,2025-10-10,668.0,PUT,2025-10-10T10:20:00.000,0.15,0.16,0.13,0.13,1465,104,0.18
SPY,2025-10-10,668.0,PUT,2025-10-10T10:25:00.000,0.13,0.14,0.1,0.13,676,153,0.18
SPY,2025-10-10,668.0,PUT,2025-10-10T10:30:00.000,0.13,0.14,0.11,0.11,469,72,0.18
SPY,2025-10-10,668.0,PUT,2025-10-10T10:35:00.000,0.12,0.14,0.1,0.1,283,59,0.18
SPY,2025-10-10,668.0,PUT,2025-10-10T10:40:00.000,0.11,0.13,0.1,0.11,680,94,0.18
SPY,2025-10-10,668.0,PUT,2025-10-10T10:45:00.000,0.11,0.11,0.07,0.07,4063,111,0.16
SPY,2025-10-10,668.0,PUT,2025-10-10T10:50:00.000,0.07,0.1,0.07,0.08,667,59,0.16
SPY,2025-10-10,668.0,PUT,2025-10-10T10:55:00.000,0.08,1.93,0.03,1.14,15967,1426,0.37
SPY,2025-10-10,668.0,PUT,2025-10-10T11:00:00.000,1.12,3.82,1.12,3.07,12881,1922,0.86
SPY,2025-10-10,668.0,PUT,2025-10-10T11:05:00.000,3.2,3.52,2.05,3.21,3114,429,0.96
SPY,2025-10-10,668.0,PUT,2025-10-10T11:10:00.000,3.22,3.28,1.51,1.7,3312,405,1.01
SPY,2025-10-10,668.0,PUT,2025-10-10T11:15:00.000,1.75,3.98,1.5,3.23,2863,572,1.07
SPY,2025-10-10,668.0,PUT,2025-10-10T11:20:00.000,3.22,5.77,2.91,5.77,2037,308,1.18
SPY,2025-10-10,668.0,PUT,2025-10-10T11:25:00.000,5.69,6.5,4.46,6.01,2983,250,1.38
SPY,2025-10-10,668.0,PUT,2025-10-10T11:30:00.000,6.13,8.59,6.13,7.87,1092,151,1.47
SPY,2025-10-10,668.0,PUT,2025-10-10T11:35:00.000,7.33,7.85,6.74,7.85,245,58,1.49
SPY,2025-10-10,668.0,PUT,2025-10-10T11:40:00.000,8.0,8.75,5.57,5.61,2099,120,1.65
SPY,2025-10-10,668.0,PUT,2025-10-10T11:45:00.000,5.56,6.48,4.92,6.02,371,55,1.67
SPY,2025-10-10,668.0,PUT,2025-10-10T11:50:00.000,5.68,5.76,4.71,5.35,227,41,1.68
SPY,2025-10-10,668.0,PUT,2025-10-10T11:55:00.000,5.52,7.22,5.52,6.35,222,59,1.69
SPY,2025-10-10,668.0,PUT,2025-10-10T12:00:00.000,6.85,7.83,6.75,7.83,427,35,1.72
SPY,2025-10-10,668.0,PUT,2025-10-10T12:05:00.000,7.1,7.72,6.77,6.87,179,22,1.74
SPY,2025-10-10,668.0,PUT,2025-10-10T12:10:00.000,7.01,7.59,6.13,6.17,604,29,1.77
SPY,2025-10-10,668.0,PUT,2025-10-10T12:15:00.000,6.32,7.33,6.25,6.75,336,33,1.79
SPY,2025-10-10,668.0,PUT,2025-10-10T12:20:00.000,6.88,7.49,5.61,5.96,374,26,1.82
SPY,2025-10-10,668.0,PUT,2025-10-10T12:25:00.000,6.36,6.57,6.12,6.49,59,11,1.82
SPY,2025-10-10,668.0,PUT,2025-10-10T12:30:00.000,6.29,6.62,5.44,6.55,148,25,1.83
SPY,2025-10-10,668.0,PUT,2025-10-10T12:35:00.000,6.7,6.83,5.88,6.26,77,17,1.83
SPY,2025-10-10,668.0,PUT,2025-10-10T12:40:00.000,6.15,7.56,6.15,7.3,213,29,1.85
SPY,2025-10-10,668.0,PUT,2025-10-10T12:45:00.000,7.53,8.3,7.11,8.18,215,44,1.86
SPY,2025-10-10,668.0,PUT,2025-10-10T12:50:00.000,8.34,9.0,8.17,8.66,265,43,1.89
SPY,2025-10-10,668.0,PUT,2025-10-10T12:55:00.000,8.37,9.03,8.37,8.85,107,29,1.89
SPY,2025-10-10,668.0,PUT,2025-10-10T13:00:00.000,9.09,9.97,8.55,9.72,90,20,1.9
SPY,2025-10-10,668.0,PUT,2025-10-10T13:05:00.000,9.86,10.14,9.69,9.8,66,11,1.91
SPY,2025-10-10,668.0,PUT,2025-10-10T13:10:00.000,9.95,10.09,8.94,10.09,32,18,1.91
SPY,2025-10-10,668.0,PUT,2025-10-10T13:15:00.000,10.02,10.02,8.81,9.6,23,14,1.91
SPY,2025-10-10,668.0,PUT,2025-10-10T13:20:00.000,9.44,9.89,8.69,8.81,21,10,1.92
SPY,2025-10-10,668.0,PUT,2025-10-10T13:25:00.000,8.96,9.23,8.2,8.55,181,11,1.93
SPY,2025-10-10,668.0,PUT,2025-10-10T13:30:00.000,8.08,8.4,7.74,7.74,33,8,1.94
SPY,2025-10-10,668.0,PUT,2025-10-10T13:35:00.000,7.73,8.14,7.2,8.14,27,17,1.94
SPY,2025-10-10,668.0,PUT,2025-10-10T13:40:00.000,7.74,7.92,7.3,7.92,23,7,1.94
SPY,2025-10-10,668.0,PUT,2025-10-10T13:45:00.000,8.29,8.82,8.14,8.42,56,15,1.94
SPY,2025-10-10,668.0,PUT,2025-10-10T13:50:00.000,8.46,9.02,8.46,9.02,60,8,1.95
SPY,2025-10-10,668.0,PUT,2025-10-10T13:55:00.000,9.13,9.13,8.43,8.43,19,6,1.95
SPY,2025-10-10,668.0,PUT,2025-10-10T14:00:00.000,8.87,9.33,8.87,9.26,13,9,1.95
SPY,2025-10-10,668.0,PUT,2025-10-10T14:05:00.000,8.96,9.06,8.96,9.06,41,3,1.96
SPY,2025-10-10,668.0,PUT,2025-10-10T14:10:00.000,9.31,9.31,9.04,9.05,6,6,1.96
SPY,2025-10-10,668.0,PUT,2025-10-10T14:15:00.000,8.52,9.27,8.27,9.11,531,25,2.0
SPY,2025-10-10,668.0,PUT,2025-10-10T14:20:00.000,8.74,8.74,8.03,8.22,98,19,2.01
SPY,2025-10-10,668.0,PUT,2025-10-10T14:25:00.000,8.1,8.84,8.05,8.84,24,11,2.01
SPY,2025-10-10,668.0,PUT,2025-10-10T14:30:00.000,8.91,9.29,8.91,9.29,14,5,2.01
SPY,2025-10-10,668.0,PUT,2025-10-10T14:35:00.000,9.33,9.54,9.33,9.54,4,4,2.01
SPY,2025-10-10,668.0,PUT,2025-10-10T14:40:00.000,9.43,10.0,9.43,9.97,35,6,2.02
SPY,2025-10-10,668.0,PUT,2025-10-10T14:45:00.000,10.06,10.5,9.67,10.41,113,13,2.03
SPY,2025-10-10,668.0,PUT,2025-10-10T14:50:00.000,10.38,11.21,10.38,11.2,44,10,2.03
SPY,2025-10-10,668.0,PUT,2025-10-10T14:55:00.000,10.93,11.01,10.45,10.8,101,21,2.05
SPY,2025-10-10,668.0,PUT,2025-10-10T15:00:00.000,10.89,10.89,10.04,10.43,1361,50,2.19
SPY,2025-10-10,668.0,PUT,2025-10-10T15:05:00.000,10.75,10.75,10.26,10.51,33,9,2.19
SPY,2025-10-10,668.0,PUT,2025-10-10T15:10:00.000,10.85,11.61,10.84,11.34,32,9,2.19
SPY,2025-10-10,668.0,PUT,2025-10-10T15:15:00.000,11.05,11.18,10.96,10.96,11,7,2.2
SPY,2025-10-10,668.0,PUT,2025-10-10T15:20:00.000,10.76,11.68,10.74,11.62,44,13,2.2
SPY,2025-10-10,668.0,PUT,2025-10-10T15:25:00.000,11.58,12.42,11.58,11.99,153,15,2.22
SPY,2025-10-10,668.0,PUT,2025-10-10T15:30:00.000,11.89,12.5,11.89,12.48,77,12,2.23
SPY,2025-10-10,668.0,PUT,2025-10-10T15:35:00.000,12.56,13.92,12.56,13.92,30,11,2.23
SPY,2025-10-10,668.0,PUT,2025-10-10T15:40:00.000,13.5,13.5,12.11,12.11,154,16,2.25
SPY,2025-10-10,668.0,PUT,2025-10-10T15:45:00.000,11.72,12.03,11.32,11.65,260,19,2.28
SPY,2025-10-10,668.0,PUT,2025-10-10T15:50:00.000,12.43,14.37,12.43,14.37,257,18,2.31
SPY,2025-10-10,668.0,PUT,2025-10-10T15:55:00.000,14.9,14.94,14.7,14.71,244,37,2.35
SPY,2025-10-10,668.0,PUT,2025-10-10T16:00:00.000,0.0,0.0,0.0,0.0,0,0,2.35
