symbol,expiration,strike,right,timestamp,open,high,low,close,volume,count,vwap
SPY,2025-03-07,572.0,CALL,2025-03-07T09:30:00.000,3.16,3.96,3.1,3.95,7392,1412,3.57
SPY,2025-03-07,572.0,CALL,2025-03-07T09:35:00.000,3.99,4.06,3.2,3.55,4832,1051,3.6
SPY,2025-03-07,572.0,CALL,2025-03-07T09:40:00.000,3.59,4.95,3.56,4.39,4027,800,3.76
SPY,2025-03-07,572.0,CALL,2025-03-07T09:45:00.000,4.39,5.5,4.38,5.23,1617,365,3.87
SPY,2025-03-07,572.0,CALL,2025-03-07T09:50:00.000,5.25,5.63,4.96,5.45,799,219,3.93
SPY,2025-03-07,572.0,CALL,2025-03-07T09:55:00.000,5.44,5.65,4.27,4.3,741,206,3.97
SPY,2025-03-07,572.0,CALL,2025-03-07T10:00:00.000,4.31,4.82,3.66,4.68,1935,265,3.98
SPY,2025-03-07,572.0,CALL,2025-03-07T10:05:00.000,4.66,4.87,4.33,4.56,535,116,4.0
SPY,2025-03-07,572.0,CALL,2025-03-07T10:10:00.000,4.58,4.67,3.6,3.66,801,140,4.0
SPY,2025-03-07,572.0,CALL,2025-03-07T10:15:00.000,3.65,3.65,2.88,3.06,2947,416,3.9
SPY,2025-03-07,572.0,CALL,2025-03-07T10:20:00.000,3.13,3.78,2.93,3.52,3184,523,3.84
SPY,2025-03-07,572.0,CALL,2025-03-07T10:25:00.000,3.51,3.54,2.91,3.09,1670,294,3.8
SPY,2025-03-07,572.0,CALL,2025-03-07T10:30:00.000,3.02,3.04,1.92,2.08,4188,659,3.63
SPY,2025-03-07,572.0,CALL,2025-03-07T10:35:00.000,2.08,2.08,1.66,1.75,3818,569,3.45
SPY,2025-03-07,572.0,CALL,2025-03-07T10:40:00.000,1.75,1.99,1.55,1.88,4186,652,3.28
SPY,2025-03-07,572.0,CALL,2025-03-07T10:45:00.000,1.91,3.34,1.75,2.83,8315,1231,3.13
SPY,2025-03-07,572.0,CALL,2025-03-07T10:50:00.000,2.85,2.98,2.04,2.44,4749,864,3.07
SPY,2025-03-07,572.0,CALL,2025-03-07T10:55:00.000,2.4,2.63,2.12,2.3,2451,489,3.04
SPY,2025-03-07,572.0,CALL,2025-03-07T11:00:00.000,2.3,2.41,1.95,2.13,2227,359,3.01
SPY,2025-03-07,572.0,CALL,2025-03-07T11:05:00.000,2.16,2.54,2.05,2.24,1571,314,2.99
SPY,2025-03-07,572.0,CALL,2025-03-07T11:10:00.000,2.29,2.36,1.97,2.07,1234,230,2.97
SPY,2025-03-07,572.0,CALL,2025-03-07T11:15:00.000,2.1,2.1,1.6,1.62,2413,420,2.93
SPY,2025-03-07,572.0,CALL,2025-03-07T11:20:00.000,1.64,1.69,1.46,1.48,3239,414,2.86
SPY,2025-03-07,572.0,CALL,2025-03-07T11:25:00.000,1.47,1.49,1.19,1.24,3179,506,2.79
SPY,2025-03-07,572.0,CALL,2025-03-07T11:30:00.000,1.25,1.37,1.19,1.19,2650,283,2.74
SPY,2025-03-07,572.0,CALL,2025-03-07T11:35:00.000,1.19,1.23,1.04,1.1,2885,282,2.68
SPY,2025-03-07,572.0,CALL,2025-03-07T11:40:00.000,1.08,1.08,0.91,1.07,2315,372,2.63
SPY,2025-03-07,572.0,CALL,2025-03-07T11:45:00.000,1.06,1.11,0.86,0.94,2084,364,2.59
SPY,2025-03-07,572.0,CALL,2025-03-07T11:50:00.000,0.95,0.95,0.78,0.93,4132,386,2.5
SPY,2025-03-07,572.0,CALL,2025-03-07T11:55:00.000,0.92,1.15,0.88,1.12,2045,374,2.47
SPY,2025-03-07,572.0,CALL,2025-03-07T12:00:00.000,1.13,1.41,1.05,1.07,4020,697,2.42
SPY,2025-03-07,572.0,CALL,2025-03-07T12:05:00.000,1.1,1.2,0.91,0.96,3391,395,2.37
SPY,2025-03-07,572.0,CALL,2025-03-07T12:10:00.000,0.97,1.06,0.87,1.02,1596,243,2.34
SPY,2025-03-07,572.0,CALL,2025-03-07T12:15:00.000,1.04,1.06,0.79,0.82,1798,269,2.32
SPY,2025-03-07,572.0,CALL,2025-03-07T12:20:00.000,0.82,1.15,0.82,1.12,2077,278,2.29
SPY,2025-03-07,572.0,CALL,2025-03-07T12:25:00.000,1.1,1.26,1.04,1.26,1276,338,2.28
SPY,2025-03-07,572.0,CALL,2025-03-07T12:30:00.000,1.25,1.65,1.07,1.54,3918,625,2.24
SPY,2025-03-07,572.0,CALL,2025-03-07T12:35:00.000,1.54,1.79,1.26,1.41,5827,787,2.2
SPY,2025-03-07,572.0,CALL,2025-03-07T12:40:00.000,1.37,2.11,1.36,2.07,4613,851,2.19
SPY,2025-03-07,572.0,CALL,2025-03-07T12:45:00.000,2.06,2.59,1.93,2.1,11452,1440,2.19
SPY,2025-03-07,572.0,CALL,2025-03-07T12:50:00.000,2.11,2.89,2.07,2.86,6835,1015,2.21
SPY,2025-03-07,572.0,CALL,2025-03-07T12:55:00.000,2.85,2.94,1.4,1.52,7426,1054,2.2
SPY,2025-03-07,572.0,CALL,2025-03-07T13:00:00.000,1.52,2.79,1.51,2.73,8713,958,2.21
SPY,2025-03-07,572.0,CALL,2025-03-07T13:05:00.000,2.69,3.55,2.62,2.7,5353,916,2.24
SPY,2025-03-07,572.0,CALL,2025-03-07T13:10:00.000,2.69,3.12,2.22,3.09,2579,391,2.25
SPY,2025-03-07,572.0,CALL,2025-03-07T13:15:00.000,3.1,3.22,2.88,3.22,2597,253,2.26
SPY,2025-03-07,572.0,CALL,2025-03-07T13:20:00.000,3.17,3.57,2.48,2.55,1627,342,2.27
SPY,2025-03-07,572.0,CALL,2025-03-07T13:25:00.000,2.54,2.75,2.33,2.45,2122,280,2.27
SPY,2025-03-07,572.0,CALL,2025-03-07T13:30:00.000,2.54,2.85,2.34,2.61,1705,216,2.27
SPY,2025-03-07,572.0,CALL,2025-03-07T13:35:00.000,2.63,3.74,2.52,3.63,3627,354,2.29
SPY,2025-03-07,572.0,CALL,2025-03-07T13:40:00.000,3.62,3.88,2.9,3.33,2938,259,2.31
SPY,2025-03-07,572.0,CALL,2025-03-07T13:45:00.000,3.41,3.82,3.23,3.49,560,113,2.32
SPY,2025-03-07,572.0,CALL,2025-03-07T13:50:00.000,3.43,4.01,3.29,3.99,2887,212,2.34
SPY,2025-03-07,572.0,CALL,2025-03-07T13:55:00.000,3.88,4.02,3.52,3.97,732,98,2.34
SPY,2025-03-07,572.0,CALL,2025-03-07T14:00:00.000,3.95,4.69,3.84,4.29,896,202,2.35
SPY,2025-03-07,572.0,CALL,2025-03-07T14:05:00.000,4.11,4.25,3.16,3.2,468,105,2.36
SPY,2025-03-07,572.0,CALL,2025-03-07T14:10:00.000,3.3,4.0,3.28,3.69,292,65,2.36
SPY,2025-03-07,572.0,CALL,2025-03-07T14:15:00.000,3.8,4.48,3.8,4.41,1808,77,2.38
SPY,2025-03-07,572.0,CALL,2025-03-07T14:20:00.000,4.5,5.57,4.24,5.43,2947,191,2.42
SPY,2025-03-07,572.0,CALL,2025-03-07T14:25:00.000,5.5,5.5,4.39,5.13,1040,72,2.43
SPY,2025-03-07,572.0,CALL,2025-03-07T14:30:00.000,4.95,5.4,4.7,4.92,1564,86,2.45
SPY,2025-03-07,572.0,CALL,2025-03-07T14:35:00.000,4.96,5.33,4.3,5.02,219,53,2.46
SPY,2025-03-07,572.0,CALL,2025-03-07T14:40:00.000,4.8,5.1,3.98,4.24,297,48,2.46
SPY,2025-03-07,572.0,CALL,2025-03-07T14:45:00.000,4.04,4.2,3.6,3.81,316,40,2.46
SPY,2025-03-07,572.0,CALL,2025-03-07T14:50:00.000,3.54,3.89,3.41,3.79,208,50,2.46
SPY,2025-03-07,572.0,CALL,2025-03-07T14:55:00.000,3.78,4.01,3.41,3.51,547,70,2.47
SPY,2025-03-07,572.0,CALL,2025-03-07T15:00:00.000,3.47,3.71,3.22,3.48,132,43,2.47
SPY,2025-03-07,572.0,CALL,2025-03-07T15:05:00.000,3.45,4.57,3.45,4.57,233,46,2.47
SPY,2025-03-07,572.0,CALL,2025-03-07T15:10:00.000,4.56,4.86,4.02,4.03,352,112,2.47
SPY,2025-03-07,572.0,CALL,2025-03-07T15:15:00.000,4.0,4.7,3.16,4.56,665,94,2.48
SPY,2025-03-07,572.0,CALL,2025-03-07T15:20:00.000,4.38,4.38,3.64,3.75,259,56,2.48
SPY,2025-03-07,572.0,CALL,2025-03-07T15:25:00.000,3.84,4.32,3.76,4.21,396,41,2.48
SPY,2025-03-07,572.0,CALL,2025-03-07T15:30:00.000,4.03,4.42,3.49,4.16,475,99,2.49
SPY,2025-03-07,572.0,CALL,2025-03-07T15:35:00.000,4.18,4.18,1.98,2.39,383,109,2.49
SPY,2025-03-07,572.0,CALL,2025-03-07T15:40:00.000,2.27,2.83,1.58,2.67,580,125,2.49
SPY,2025-03-07,572.0,CALL,2025-03-07T15:45:00.000,2.71,3.92,2.64,3.85,325,71,2.49
SPY,2025-03-07,572.0,CALL,2025-03-07T15:50:00.000,3.44,4.28,3.14,4.28,67,20,2.49
SPY,2025-03-07,572.0,CALL,2025-03-07T15:55:00.000,4.63,5.37,3.11,4.1,1421,39,2.5
SPY,2025-03-07,572.0,CALL,2025-03-07T16:00:00.000,0.0,0.0,0.0,0.0,0,0,2.5
