timestamp,open,high,low,close,volume,count,vwap
2023-09-01T09:30:00.000,453.17,453.67,452.89,453.23,2165163,17342,453.24
2023-09-01T09:35:00.000,453.24,453.26,452.03,452.175,1320047,12686,452.95
2023-09-01T09:40:00.000,452.18,452.36,451.62,452.19,1059232,9317,452.72
2023-09-01T09:45:00.000,452.19,452.19,451.15,451.51,1138415,11011,452.5
2023-09-01T09:50:00.000,451.5,451.78,451.2,451.68,896154,8820,452.37
2023-09-01T09:55:00.000,451.69,452.37,451.615,452.3358,802975,7900,452.34
2023-09-01T10:00:00.000,452.3,452.5,451.16,452.49,1577361,14169,452.27
2023-09-01T10:05:00.000,452.49,452.7,451.93,452.49,1005491,9910,452.27
2023-09-01T10:10:00.000,452.49,453.04,452.4,452.7,1190012,11337,452.33
2023-09-01T10:15:00.000,452.7,452.98,452.4915,452.91,794987,8374,452.36
2023-09-01T10:20:00.000,452.93,452.93,452.31,452.57,770289,7783,452.38
2023-09-01T10:25:00.000,452.56,452.74,452.01,452.72,714616,7706,452.38
2023-09-01T10:30:00.000,452.71,452.71,451.86,451.86,904728,9036,452.37
2023-09-01T10:35:00.000,451.855,452.41,451.8,452.08,591454,6197,452.36
2023-09-01T10:40:00.000,452.08,452.14,451.76,452.0382,501903,5367,452.35
2023-09-01T10:45:00.000,452.03,452.07,451.3218,451.45,568727,5899,452.32
2023-09-01T10:50:00.000,451.45,451.68,451.14,451.19,544599,5580,452.29
2023-09-01T10:55:00.000,451.1801,451.25,450.67,450.98,956657,8577,452.22
2023-09-01T11:00:00.000,450.95,451.2285,450.83,451.07,543908,5049,452.18
2023-09-01T11:05:00.000,451.065,451.15,450.7501,450.85,692031,4034,452.15
2023-09-01T11:10:00.000,450.84,451.03,450.69,450.79,425528,3659,452.13
2023-09-01T11:15:00.000,450.79,451.21,450.71,451.1519,453128,4661,452.1
2023-09-01T11:20:00.000,451.15,451.19,450.98,451.13,459137,4475,452.08
2023-09-01T11:25:00.000,451.12,451.25,450.66,450.83,441067,4466,452.05
2023-09-01T11:30:00.000,450.85,450.9823,450.53,450.701,552981,5589,452.02
2023-09-01T11:35:00.000,450.69,450.85,450.5,450.57,441378,4355,451.99
2023-09-01T11:40:00.000,450.575,450.63,450.38,450.43,465927,3889,451.96
